run_id,batch_id,focal_x,focal_y,focal_z,axial_l,alpha,beta,energy,fwhm,tf_beta,sL0,arr_factor,C_S,mDot1,mDot2,times,meth_restart,squirc
428,2,7.103333639873744,0.12967948628111928,12.927832987217899,0.6007404563941383,2.256461082387383,1.9153082527177407,440500.0708363509,0.002177887855695318,0.5363385517430695,0.010533899149611722,0.9975687818010959,0.1627903944290237,1.8178149820600669,0.4331153617547738,4000,fluid_iter0000080000,S_0p90
429,2,7.103333639873744,0.12967948628111928,12.927832987217899,0.6007404563941383,2.256461082387383,1.9153082527177407,440500.0708363509,0.002177887855695318,0.5363385517430695,0.010533899149611722,0.9975687818010959,0.1627903944290237,1.8178149820600669,0.4331153617547738,1000,fluid_iter0000080000,S_0p90
430,2,7.003192065565609,0.13300985393318135,18.952375091155506,0.5178868993133408,2.2755799809581863,1.5696321972228477,398160.44120671717,0.002032219512759153,0.512674754318303,0.009828947235779859,0.9949038767930126,0.15579965690803613,1.6914754458776415,0.4639309226674243,3000,fluid_iter0000040000,S_0p70
431,2,7.003192065565609,0.13300985393318135,18.952375091155506,0.5178868993133408,2.2755799809581863,1.5696321972228477,398160.44120671717,0.002032219512759153,0.512674754318303,0.009828947235779859,0.9949038767930126,0.15579965690803613,1.6914754458776415,0.4639309226674243,4000,fluid_iter0000040000,S_0p70
432,2,7.000276893284651,0.132160736043392,19.28340008577588,0.5367218731803975,2.027762516404575,1.7390043680603218,421068.9045474496,0.0017474364541780734,0.5181859594290158,0.01037739333326477,1.0356493402762574,0.16536105512728033,1.846945286361348,0.44765470272283386,4000,fluid_iter0000040000,S_0p70
433,2,7.000276893284651,0.132160736043392,19.28340008577588,0.5367218731803975,2.027762516404575,1.7390043680603218,421068.9045474496,0.0017474364541780734,0.5181859594290158,0.01037739333326477,1.0356493402762574,0.16536105512728033,1.846945286361348,0.44765470272283386,5000,fluid_iter0000040000,S_0p70
434,2,7.014710130930841,0.19438076727945214,18.94217514185869,0.5533085637376113,2.0150519361056594,2.2499400219463457,467660.51643572265,0.0017722511150990192,0.5976525596535238,0.010077147977412913,1.0111463611225662,0.1628559994926822,1.7389334906581253,0.46953510842959917,2000,fluid_iter0000080000,S_0p80
435,2,7.014710130930841,0.19438076727945214,18.94217514185869,0.5533085637376113,2.0150519361056594,2.2499400219463457,467660.51643572265,0.0017722511150990192,0.5976525596535238,0.010077147977412913,1.0111463611225662,0.1628559994926822,1.7389334906581253,0.46953510842959917,3000,fluid_iter0000080000,S_0p80
436,2,7.1117507969315925,-0.14440305481619298,18.90285192025066,0.6239157485949375,2.005142247967846,1.9308649652147878,442068.87157037336,0.0018304904984602288,0.5634958495044778,0.01082488536484092,0.9811879435763725,0.15743954982069197,1.6966696417469085,0.4511445226475355,6000,fluid_iter0000060000,S_0p80
437,2,7.1117507969315925,-0.14440305481619298,18.90285192025066,0.6239157485949375,2.005142247967846,1.9308649652147878,442068.87157037336,0.0018304904984602288,0.5634958495044778,0.01082488536484092,0.9811879435763725,0.15743954982069197,1.6966696417469085,0.4511445226475355,2000,fluid_iter0000060000,S_0p80
438,2,7.002873237258679,0.03445511207517826,18.841741478884245,0.5327298414837388,2.119994681934979,1.9231724327338984,441291.73185342416,0.0011729592723790756,0.5325567796564729,0.010266279564255828,1.0413232680421456,0.15503029468615753,1.6835778281310112,0.43377981452449904,3000,fluid_iter0000060000,S_0p80
439,2,7.002873237258679,0.03445511207517826,18.841741478884245,0.5327298414837388,2.119994681934979,1.9231724327338984,441291.73185342416,0.0011729592723790756,0.5325567796564729,0.010266279564255828,1.0413232680421456,0.15503029468615753,1.6835778281310112,0.43377981452449904,4000,fluid_iter0000060000,S_0p80
440,2,6.967407445459476,-0.08333132423631533,18.91924828817447,0.5270098090920962,2.4707664551422206,2.0194680266748466,450262.10595439543,0.0014604381425832357,0.5901458865626723,0.01006059793842373,1.0217120568472193,0.1656981199842199,1.7458801580462722,0.46542219174788085,5000,fluid_iter0000080000,S_0p90
441,2,6.967407445459476,-0.08333132423631533,18.91924828817447,0.5270098090920962,2.4707664551422206,2.0194680266748466,450262.10595439543,0.0014604381425832357,0.5901458865626723,0.01006059793842373,1.0217120568472193,0.1656981199842199,1.7458801580462722,0.46542219174788085,2000,fluid_iter0000080000,S_0p90
442,2,6.978329737705031,-0.14205699867607935,19.0721311367798,0.5828536164783028,2.4315677688678696,2.069243044077295,454667.14725542464,0.0010218047517469196,0.5484399171803895,0.009923833619070245,1.0182153161561636,0.16719839469193723,1.7069694702621996,0.4643522131770345,4000,fluid_iter0000040000,S_0p70
443,2,6.978329737705031,-0.14205699867607935,19.0721311367798,0.5828536164783028,2.4315677688678696,2.069243044077295,454667.14725542464,0.0010218047517469196,0.5484399171803895,0.009923833619070245,1.0182153161561636,0.16719839469193723,1.7069694702621996,0.4643522131770345,3000,fluid_iter0000040000,S_0p70
444,2,7.011548262958734,-0.24040142172878912,18.867660300606865,0.519067457385957,2.1089543541260065,1.019729946972875,298927.720816634,0.0016410611681838714,0.50664385594657,0.010704059173754879,1.0023143020697165,0.16319503854493933,1.755460562392248,0.4564887482536136,2000,fluid_iter0000040000,S_0p90
445,2,7.011548262958734,-0.24040142172878912,18.867660300606865,0.519067457385957,2.1089543541260065,1.019729946972875,298927.720816634,0.0016410611681838714,0.50664385594657,0.010704059173754879,1.0023143020697165,0.16319503854493933,1.755460562392248,0.4564887482536136,6000,fluid_iter0000040000,S_0p90
446,2,7.1221254224998525,-0.10732752288874815,18.940268614557052,0.5807159580999484,2.1131376254083,2.164407352159184,461912.20818607253,0.0019477240845958276,0.5719675726709424,0.010439811535397142,1.0363465730341463,0.1555689929846841,1.837336903774614,0.46687542354869294,2000,fluid_iter0000040000,S_0p80
447,2,7.1221254224998525,-0.10732752288874815,18.940268614557052,0.5807159580999484,2.1131376254083,2.164407352159184,461912.20818607253,0.0019477240845958276,0.5719675726709424,0.010439811535397142,1.0363465730341463,0.1555689929846841,1.837336903774614,0.46687542354869294,4000,fluid_iter0000040000,S_0p80
448,2,6.962746296038182,0.20521947115633005,18.996556455809284,0.5175291029136064,2.391025384631879,1.3120919626338363,356228.9089266393,0.0009777455933977874,0.5077271449998333,0.009831298295824457,1.0023586485221454,0.15549215796309968,1.8579406015137174,0.4571174933609454,2000,fluid_iter0000080000,S_0p80
